genbank_acc,nic_location,query_index,mob,mob_subgroup,q-value,E-value
NC_020552,1561,9,P,3,2.326833774039749e-09,3.23340710049064e-07
NC_020552,14151,64,Q,2,2.329985303219296e-09,0.0009340290583756967
NC_020122,17408,41,F,11,2.332881769390628e-09,8.601226567167698e-25
NC_020123,47865,50,F,u,2.332881769390628e-09,0.0014264625940146115
NC_020123,47910,64,Q,2,2.332881769390628e-09,0.0024635443647856967
NC_019983,368,31,V,2,2.336451684582901e-09,0.008362967088690634
NC_019991,368,31,V,2,2.336451684582901e-09,0.008362967088690634
NC_019984,345,31,V,2,2.336451684582901e-09,0.008362967088690634
NC_009794,5458,13,P,5,2.3373997821767432e-09,5.3414650081329825e-05
NC_009793,3932,35,C,1,2.3373997821767432e-09,2.17100282052506e-31
NC_009478,9488,31,V,2,2.341454560327714e-09,0.0050484770657153
NC_009478,8438,31,V,2,2.341930429951143e-09,0.003267837014511277
NC_009478,20040,64,Q,2,2.344501889779128e-09,0.0025636597662725717
NC_009478,9568,64,Q,2,2.347076793834593e-09,0.0047770566078827615
NC_009478,1044,69,Q,u,2.347554582188654e-09,0.0007414133260079412
NC_009478,3520,72,Q,u,2.348989461020489e-09,0.00876718937664721
NC_009478,12363,72,Q,u,2.348989461020489e-09,0.0007754617620967995
NC_009478,4715,72,Q,u,2.3494682586707223e-09,0.008868708645021942
NC_009479,36002,31,V,2,2.351804761037897e-09,0.00020944036577754863
NC_009479,30817,31,V,2,2.351804761037897e-09,0.0005706376042446923
NC_009479,8202,31,V,2,2.351804761037897e-09,0.008821864596740355
NC_009479,43298,50,F,u,2.351804761037897e-09,0.003614601193711818
NC_009479,45314,69,Q,u,2.35336713485476e-09,0.0006206694760094785
NC_009479,6338,72,Q,u,2.35336713485476e-09,0.007606071220688394
NC_009479,1421,72,Q,u,2.35336713485476e-09,0.0004851325199082783
NC_009479,62453,72,Q,u,2.35336713485476e-09,0.0049052414299449645
NC_009479,22832,72,Q,u,2.354391506568381e-09,0.0048024227499187935
NC_010399,11700,24,Q,2,2.355297912439985e-09,0.006405608439379459
NC_010399,22492,50,F,u,2.35789302977842e-09,0.0044510286291001904
NC_010399,33538,50,F,u,2.3589202947080517e-09,0.009048162416775862
NC_010399,15455,64,Q,2,2.35940482525446e-09,0.007792205324626202
NC_010399,14665,69,Q,u,2.3608599356344697e-09,0.009290955664708162
NC_010399,2982,69,Q,u,2.3613454787975106e-09,0.0006131410421210238
NC_010399,16821,69,Q,u,2.3616582449767383e-09,0.009016965077835216
NC_010399,14222,71,Q,u,2.3616582449767383e-09,0.009766982007706407
NC_010399,12341,71,Q,u,2.3616582449767383e-09,0.007687062067193125
NC_010399,24412,72,Q,u,2.362688685128507e-09,0.0006052856636867603
NC_010408,8179,13,P,5,2.36300469147183e-09,0.003042008251023307
NC_010408,56897,24,Q,2,2.36300469147183e-09,0.0064351753845411615
NC_010408,55874,24,Q,2,2.365670066734552e-09,0.0051767880903337785
NC_010408,78619,31,V,2,2.367248192327448e-09,0.00032045008246489945
NC_010408,29161,31,V,2,2.373188566630633e-09,0.005382206887736572
NC_010408,3268,31,V,2,2.373188566630633e-09,0.008868708645021942
NC_010408,11136,50,F,u,2.373188566630633e-09,0.004120599330945516
NC_010408,15062,50,F,u,2.373188566630633e-09,0.000558162156216271
NC_010408,26815,69,Q,u,2.373188566630633e-09,0.0054847948444361905
NC_010408,3858,69,Q,u,2.373188566630633e-09,0.005195895257563179
NC_010408,49076,72,Q,u,2.373188566630633e-09,0.0006575978546373572
NC_010408,58869,72,Q,u,2.373188566630633e-09,4.001846144528454e-05
NC_010408,22304,72,Q,u,2.373188566630633e-09,0.0009100398028457856
NC_010408,28047,72,Q,u,2.373188566630633e-09,0.008389969608919743
NC_010418,74984,11,P,4,2.3757095547629594e-09,0.002731243292024061
NC_010418,191905,83,V,1,2.377793081492959e-09,0.004584166548231257
NZ_AOSX01000021,139873,11,P,4,2.377975804196649e-09,0.00977373113065489
NZ_AOSX01000021,162595,83,V,1,2.377975804196649e-09,0.005768466670621685
NC_010379,71596,83,V,1,2.378420520544509e-09,0.00026703020408764877
NC_012654,226284,11,P,4,2.380509753552941e-09,0.0005599643616721236
NC_012654,142108,83,V,1,2.3808045918881538e-09,0.003771901888220807
NC_012654,59052,83,V,1,2.3808045918881538e-09,4.644729083760291e-07
NC_012657,7332,11,P,4,2.383446775630679e-09,0.0058138040175720685
NC_015417,7483,11,P,4,2.389291843590998e-09,0.001499548054386783
NC_015426,20353,11,P,4,2.3897432078219703e-09,0.004396027369711954
NZ_AESA01000588,24201,11,P,4,2.393953081913009e-09,0.002404697144551245
NC_012945,10781,11,P,4,2.393953081913009e-09,0.00333319243653554
NC_009466,1920,11,P,4,2.4002863242964087e-09,0.0013891859672871478
NC_006872,28060,11,P,4,2.401201129416309e-09,0.009207895623417412
NC_006872,1539,83,V,1,2.401201129416309e-09,0.0015536757515154714
NC_011412,34825,83,V,1,2.401201129416309e-09,0.003964244092511342
NC_019358,2190,83,V,1,2.4048858192313424e-09,0.0024052509102832553
NC_019687,17799,83,V,1,2.4048858192313424e-09,0.004621259833200424
NC_023917,45125,11,P,4,2.4048858192313424e-09,0.0013414064420208113
NC_023917,38776,11,P,4,2.4048858192313424e-09,0.008630985513576522
NC_015712,14654,83,V,1,2.4053928176702634e-09,0.004539002141906538
NC_015712,1399,96,V,1,2.406222970080705e-09,0.007835385844895279
NC_023918,45107,11,P,4,2.406222970080705e-09,0.0013414064420208113
NC_023918,38758,11,P,4,2.406222970080705e-09,0.008630985513576522
NC_010937,28030,83,V,1,2.406222970080705e-09,0.0007817364957526332
NC_019257,18347,83,V,1,2.406222970080705e-09,0.004621259833200424
NC_019688,54800,83,V,1,2.406222970080705e-09,0.007441498313774755
NC_003042,44905,11,P,4,2.4071943873891832e-09,0.00028751492082461035
NC_004565,19076,83,V,1,2.409053606243708e-09,0.005223485430325671
NC_010332,20562,13,P,5,2.409053606243708e-09,0.0019340174474244145
NC_010332,10788,54,P,4,2.409053606243708e-09,1.4971330153037835e-69
NZ_BAWN01000094,10258,50,F,u,2.4095201262902696e-09,0.005221080480191323
NZ_BAWN01000094,13638,64,Q,2,2.4095201262902696e-09,0.002163517376772697
NC_021077,90445,6,P,11,2.409987332011183e-09,1.3619475653973963e-30
NC_021077,7038,24,Q,2,2.4116940708855578e-09,0.006490234485273136
NC_021077,57843,24,Q,2,2.4116940708855578e-09,0.007857065754176638
NC_021077,51287,25,Q,2,2.4116940708855578e-09,0.00434770819318887
NC_021077,7603,31,V,2,2.4116940708855578e-09,0.003687740795378828
NC_021077,81268,31,V,2,2.4116940708855578e-09,0.0006243963960299378
NC_021077,26030,50,F,u,2.4116940708855578e-09,0.0007283839838250537
NC_021077,820,50,F,u,2.412763071276844e-09,0.007927940602530296
NC_021077,420,64,Q,2,2.4130296140670845e-09,0.005743285261811547
NC_021077,83312,69,Q,u,2.4130296140670845e-09,0.006059829258592168
NC_021077,23659,72,Q,u,2.4150508925295157e-09,0.0007388569922728509
NC_021077,58852,72,Q,u,2.4150508925295157e-09,0.008761135308019311
NC_021077,44385,72,Q,u,2.4150508925295157e-09,0.000520188069788086
NC_021077,7307,72,Q,u,2.418906567141582e-09,0.008694815835848297
NC_010935,90964,6,P,11,2.419304782522061e-09,2.286969578845704e-30
NC_010935,37551,31,V,2,2.419304782522061e-09,0.007676449331184564
NC_010935,40617,50,F,u,2.4225317571949485e-09,0.0007047910617837959
NC_010935,586,50,F,u,2.4225317571949485e-09,0.008514524268787821
NC_010935,52506,50,F,u,2.423011864995239e-09,0.005864896976951419
NC_010935,47848,64,Q,2,2.423454280629818e-09,0.009119276579720028
NC_010935,39219,69,Q,u,2.423454280629818e-09,0.0006676677322234063
NC_010935,26785,69,Q,u,2.423454280629818e-09,0.0005705062252067402
NC_010935,38592,71,Q,u,2.42505256083153e-09,0.006627662544551711
NC_016978,56427,6,P,11,2.4287013834323322e-09,2.2159521981167025e-31
NC_016978,73182,31,V,2,2.4291868261304165e-09,0.007676449331184564
NC_016978,19998,31,V,2,2.4296002576595275e-09,0.009418036899998669
NC_016978,34164,50,F,u,2.430087634395023e-09,0.0004610631230524671
NC_016978,802,64,Q,2,2.430087634395023e-09,0.0013691794988294845
NC_016978,74043,64,Q,2,2.430611396719473e-09,0.0007853448274699961
NC_016978,24335,64,Q,2,2.433935977742867e-09,0.008887106562372451
NC_016978,63563,69,Q,u,2.434319865253755e-09,0.009796261907820415
NC_016978,9291,69,Q,u,2.434319865253755e-09,0.0005705062252067402
NC_016978,40374,71,Q,u,2.4351999388663045e-09,0.00481016958237493
NC_016978,40998,71,Q,u,2.4351999388663045e-09,0.006061224746499175
NC_016978,39106,72,Q,u,2.4351999388663045e-09,0.008103271453359347
NC_016968,67019,6,P,11,2.4351999388663045e-09,1.652571990771133e-34
NC_016968,38866,31,V,2,2.437770819971656e-09,0.009418036899998669
NC_016968,49842,50,F,u,2.437770819971656e-09,0.0020852608408483226
NC_016968,39412,64,Q,2,2.438233920429422e-09,0.008785376694779296
NC_016968,9306,69,Q,u,2.4386344709239576e-09,0.0005705062252067402
NC_016968,21565,71,Q,u,2.4386344709239576e-09,0.00046308465227478567
NC_002143,4253,24,Q,2,2.4396628935735854e-09,0.008442292356294673
NC_010813,24112,50,F,u,2.440662134048428e-09,0.006298837257717981
NC_010813,5245,71,Q,u,2.441755575180439e-09,0.009100398028457858
NC_020553,7292,31,V,2,2.448329546439862e-09,0.0035633656376663782
NC_020553,13877,64,Q,2,2.448329546439862e-09,0.0006062620555766166
NC_020553,16604,69,Q,u,2.448833775595949e-09,0.00011804847680218784
NC_020553,13765,72,Q,u,2.450408434222395e-09,0.0029198489676824767
NC_004320,42978,22,Q,2,2.452466080067305e-09,0.006535222641495611
NC_004320,29984,64,Q,2,2.452466080067305e-09,0.0021171926989805305
NC_004320,26962,69,Q,u,2.452466080067305e-09,0.007020376239534396
NC_004320,25977,72,Q,u,2.452466080067305e-09,0.002029366036225868
NC_013726,19101,50,F,u,2.452466080067305e-09,0.0009273856845327227
NC_003227,26091,31,V,2,2.453567689907973e-09,0.008362967088690634
NC_001791,4248,50,F,u,2.4541047943558492e-09,0.006933625610246328
NC_001415,12120,64,Q,2,2.455663095429289e-09,0.0033601633276680023
NC_004945,14298,31,V,2,2.455663095429289e-09,0.008362967088690634
NC_020303,49205,31,V,2,2.457279145692208e-09,0.00963297399072996
NC_020303,40743,31,V,2,2.457279145692208e-09,0.004954050024904081
NC_020303,74826,50,F,u,2.4577654428043224e-09,0.004161600506240404
NC_020303,30688,64,Q,2,2.4599518085053425e-09,0.00010022138212512546
NC_020303,79171,69,Q,u,2.4632247821356115e-09,0.0008021588654526393
NC_004774,10607,50,F,u,2.4665302971791324e-09,0.006933625610246328
NC_003490,1080,24,Q,2,2.467024852507975e-09,0.005347618138331044
NC_021920,29840,64,Q,2,2.470222570463072e-09,0.0024375884739964854
NC_021920,17666,64,Q,2,2.470222570463072e-09,0.00661851241250853
NC_021920,29499,69,Q,u,2.470222570463072e-09,0.005752549808268189
NC_021920,25096,72,Q,u,2.475278416801846e-09,0.000804748892504239
NC_004833,496,7,P,12,2.475278416801846e-09,7.842605826366937e-09
NC_004833,377,56,P,5,2.4763960045216995e-09,0.001020611335812613
NC_014167,8826,50,F,u,2.476899370276793e-09,0.0044623166778834334
NC_014167,19891,50,F,u,2.476899370276793e-09,0.009646291633500774
NC_009128,21075,72,Q,u,2.4813573103160475e-09,0.007902425089784322
NC_009128,21739,72,Q,u,2.482415688822033e-09,0.0039053538305051008
NC_009129,183,50,F,u,2.4833188333708834e-09,0.007309040825307906
NC_009129,8032,64,Q,2,2.4833188333708834e-09,0.006849523936115928
NC_009129,4374,72,Q,u,2.4833188333708834e-09,0.005364884637819378
NC_009129,7027,108,V,u,2.4833188333708834e-09,0.009303800465146854
NC_004939,32975,31,V,2,2.4833188333708834e-09,0.008110738280253542
NC_004939,10003,31,V,2,2.4833188333708834e-09,0.003017591082760423
NC_004939,22127,50,F,u,2.4833188333708834e-09,0.0044623166778834334
NC_004939,16229,50,F,u,2.4833188333708834e-09,0.009646291633500774
NC_004939,10584,72,Q,u,2.484368524023455e-09,0.008940470770943227
NC_009779,11987,13,P,5,2.484368524023455e-09,0.002342396377157233
NC_009779,409,111,C,1,2.48488580091414e-09,0.00040083015594744666
NC_009780,120247,24,Q,2,2.48488580091414e-09,0.007694145374485869
NC_009780,15716,64,Q,2,2.4850499102589034e-09,0.0039770439254134616
NC_009780,115507,64,Q,2,2.4850499102589034e-09,0.00010446249338690498
NC_009780,108692,64,Q,2,2.4850499102589034e-09,0.005564938737290131
NC_009780,13664,71,Q,u,2.4850499102589034e-09,0.005682774037756593
NC_023024,47589,64,Q,2,2.4850499102589034e-09,0.007093496971965527
NC_023024,1686,64,Q,2,2.4850499102589034e-09,8.74501155545715e-05
NC_023024,119731,72,Q,u,2.4850499102589034e-09,0.002875811312041409
NC_020263,107185,24,Q,2,2.4850499102589034e-09,0.0026385199829948823
NC_020263,25900,31,V,2,2.4850499102589034e-09,0.002604716059347725
NC_020263,15709,64,Q,2,2.4850499102589034e-09,0.001197182576727317
NC_020263,102445,64,Q,2,2.4850499102589034e-09,2.2349117956416406e-05
NC_020262,725,35,C,1,2.4850499102589034e-09,0.007756403393248322
NC_020262,4181,56,P,5,2.4850499102589034e-09,2.120607962061365e-09
NC_021293,2600,56,P,5,2.4850499102589034e-09,7.431224602385191e-14
NC_013283,27137,72,Q,u,2.4850499102589034e-09,0.004951769125793368
NC_013284,389,111,C,1,2.4850499102589034e-09,0.00016220356221249716
NC_007974,1923813,13,P,5,2.4850499102589034e-09,0.0007381767931257156
NC_007974,2271158,13,P,5,2.4850499102589034e-09,0.0015158645186335365
NC_007974,727156,13,P,5,2.488456574002507e-09,0.0014469728676193775
NC_007974,1879778,20,Q,2,2.489001244272523e-09,0.00035592655220364496
NC_007974,952159,21,Q,2,2.49039180846278e-09,0.006621561052033604
NC_007974,158683,21,Q,2,2.49039180846278e-09,0.008850348814686647
NC_007974,1557190,21,Q,2,2.49039180846278e-09,0.0034830554438298857
NC_007974,1632831,22,Q,2,2.49039180846278e-09,0.0012466954879598595
NC_007974,1431342,23,Q,2,2.49039180846278e-09,0.00823873222537002
NC_007974,1999955,24,Q,2,2.49039180846278e-09,2.4325422251454798e-06
NC_007974,209133,24,Q,2,2.49039180846278e-09,0.0009735547671048019
NC_007974,133934,24,Q,2,2.49039180846278e-09,0.0032170690880823825
NC_007974,51176,24,Q,2,2.49039180846278e-09,0.005197091794410767
NC_007974,279623,24,Q,2,2.49039180846278e-09,0.007414133260079413
NC_007974,780341,25,Q,2,2.49039180846278e-09,0.0047398040496302645
NC_007974,432341,25,Q,2,2.49039180846278e-09,0.0051923072996531506
NC_007974,1319990,27,Q,u,2.49039180846278e-09,0.005139967674221918
NC_007974,136962,27,Q,u,2.49039180846278e-09,0.005253640940803597
NC_007974,1940811,29,Q,u,2.49039180846278e-09,0.00973554767104802
NC_007974,2536829,31,V,2,2.49039180846278e-09,2.024698623861873e-05
NC_007974,48202,35,C,1,2.4915085134071863e-09,0.007491355168966014
NC_007974,1664222,35,C,1,2.4915085134071863e-09,4.279178350504405e-05
NC_007974,2095129,35,C,1,2.4915085134071863e-09,0.00025885728254244103
NC_007974,735169,35,C,1,2.4943399208305e-09,0.003739903425532593
NC_007974,2409695,50,F,u,2.5011961415530115e-09,4.6844691982426316e-05
NC_007974,525001,50,F,u,2.5034202079809943e-09,0.0004705008232708463
NC_007974,12314,50,F,u,2.5034202079809943e-09,0.003422633428017898
NC_007974,105690,51,P,13,2.5034202079809943e-09,0.009239753553243487
NC_007974,265869,60,Q,1,2.5034202079809943e-09,0.008921962380032863
NC_007974,89189,64,Q,2,2.5034202079809943e-09,6.539738572933627e-05
NC_007974,116373,64,Q,2,2.5034202079809943e-09,0.0006345420212985996
NC_007974,4745,64,Q,2,2.5034202079809943e-09,0.004120599330945516
NC_007974,28787,64,Q,2,2.5034202079809943e-09,0.0006719862514741518
NC_007974,14448,64,Q,2,2.5039751570674783e-09,0.00926745290406682
NC_007974,95227,64,Q,2,2.5039751570674783e-09,0.0022231071101738303
NC_007974,111394,64,Q,2,2.5039751570674783e-09,0.009184602974667652
NC_007974,1427628,69,Q,u,2.5045448718597304e-09,0.00043397067905561214
NC_007974,801446,69,Q,u,2.5068392747155584e-09,0.0053871663670494365
NC_007974,67483,69,Q,u,2.5068392747155584e-09,0.0007931592394891955
NC_007974,649636,71,Q,u,2.5073853563637657e-09,0.000639087594879118
NC_007974,31028,71,Q,u,2.508534479357475e-09,0.0023028220946403953
NC_007974,1024165,71,Q,u,2.5148690405052947e-09,0.0016794241254958792
NC_007974,1184760,72,Q,u,2.5148690405052947e-09,0.0009527092627500221
NC_007974,1030313,72,Q,u,2.515389978002251e-09,9.740032088932071e-05
NC_007974,172746,72,Q,u,2.515389978002251e-09,0.008056759274477956
NC_006525,133311,24,Q,2,2.515389978002251e-09,0.003560905001858261
NC_006525,16322,31,V,2,2.515389978002251e-09,0.0005020655096181261
NC_006525,38280,31,V,2,2.515389978002251e-09,0.008969337946945466
NC_006525,141101,50,F,u,2.515966090259451e-09,8.652874158571429e-06
NC_006525,17838,50,F,u,2.516539593847904e-09,0.007330952198250477
NC_006525,8506,64,Q,2,2.517113767169651e-09,0.00886258447358332
NC_006525,72175,64,Q,2,2.518270734658957e-09,0.009333840767542295
NC_006525,88635,64,Q,2,2.5194283686256914e-09,0.0021895778329904373
NC_006525,144817,69,Q,u,2.52116145758828e-09,0.008457857965573414
NC_006525,122576,71,Q,u,2.52116145758828e-09,0.0009361822177269279
NC_007972,134766,21,Q,2,2.52116145758828e-09,0.007671148458912648
NC_007972,43749,24,Q,2,2.52116145758828e-09,0.005377251974170013
NC_007972,73457,25,Q,2,2.52116145758828e-09,0.0031178871181610484
NC_007972,160738,31,V,2,2.52116145758828e-09,0.0007159132291332423
NC_007972,70653,31,V,2,2.52116145758828e-09,0.005060115007282604
NC_007972,69074,50,F,u,2.52116145758828e-09,0.008244425306066262
NC_007972,6610,64,Q,2,2.52116145758828e-09,0.0009679666347388752
NC_007972,24050,64,Q,2,2.52116145758828e-09,0.00755719080845221
NC_007972,91873,64,Q,2,2.52116145758828e-09,0.0007046287963267605
NC_007972,92970,64,Q,2,2.52116145758828e-09,0.0018956597445460145
NC_007972,7320,64,Q,2,2.52116145758828e-09,0.0070837037102378375
NC_007972,54483,71,Q,u,2.52116145758828e-09,0.0003836722488690837
NC_007972,124594,71,Q,u,2.52116145758828e-09,0.006377645680122943
NC_006466,26493,21,Q,2,2.52116145758828e-09,0.0051376011765809386
NC_006466,124790,24,Q,2,2.52116145758828e-09,0.008215999188276056
NC_006466,53579,31,V,2,2.52116145758828e-09,0.0049677574998442395
NC_006466,77120,50,F,u,2.52116145758828e-09,0.008372600854943988
NC_006466,2179,50,F,u,2.5229054233975395e-09,0.0030273343429444324
NC_006466,95035,69,Q,u,2.5235459497898022e-09,0.005250013107362872
NC_007971,26144,21,Q,2,2.5235459497898022e-09,0.0051376011765809386
NC_007971,124440,24,Q,2,2.5235459497898022e-09,0.008215999188276056
NC_007971,53230,31,V,2,2.5235459497898022e-09,0.0049677574998442395
NC_007971,76771,50,F,u,2.5235459497898022e-09,0.008372600854943988
NC_007971,1830,50,F,u,2.5235459497898022e-09,0.0030273343429444324
NC_007971,94685,69,Q,u,2.5235459497898022e-09,0.005250013107362872
NC_015724,327969,13,P,5,2.524145699543017e-09,0.0036379806743808015
NC_015724,47440,21,Q,2,2.524145699543017e-09,0.0080308291680019
NC_015724,231539,21,Q,2,2.524145699543017e-09,0.0010961257687782027
NC_015724,184187,22,Q,2,2.5258949062622074e-09,0.0042107590204289455
NC_015724,180046,24,Q,2,2.5270687638499466e-09,0.00020495588251641058
NC_015724,183939,24,Q,2,2.527079662188848e-09,0.003789312196287522
NC_015724,420161,25,Q,2,2.527079662188848e-09,0.009697513384420072
NC_015724,303335,25,Q,2,2.52708530854464e-09,0.0014752322152576788
NC_015724,422830,29,Q,u,2.528255122740765e-09,0.0014711616243276336
NC_015724,47978,31,V,2,2.5282610345170567e-09,0.0029645609774114744
NC_015724,331995,31,V,2,2.528267077614725e-09,0.00047507304264072695
NC_015724,177022,31,V,2,2.532954141208566e-09,0.002154568904590989
NC_015724,368709,35,C,1,2.5352948702319702e-09,0.009778233136721395
NC_015724,91632,50,F,u,2.535301718920916e-09,0.0005557255798710159
NC_015724,339093,64,Q,2,2.536184932530077e-09,9.452798223599484e-05
NC_015724,119416,64,Q,2,2.536184932530077e-09,9.169811067812312e-05
NC_015724,16022,64,Q,2,2.536184932530077e-09,0.0008436462641079714
NC_015724,21449,64,Q,2,2.536184932530077e-09,0.0047430793213833426
NC_015724,253600,69,Q,u,2.536184932530077e-09,0.009715393327206546
NC_015724,94254,69,Q,u,2.536184932530077e-09,0.00823304307595666
NC_015724,160478,71,Q,u,2.536184932530077e-09,0.0003655614469647902
NC_015724,80177,71,Q,u,2.536184932530077e-09,0.0025186068933830057
NC_015724,36966,71,Q,u,2.536184932530077e-09,0.008797522529340945
NC_015724,184097,72,Q,u,2.536184932530077e-09,0.0008347576113972995
NC_015724,86941,72,Q,u,2.536184932530077e-09,0.006509691203560866
NC_015724,402493,72,Q,u,2.536184932530077e-09,0.0009344592937106867
NC_015727,494873,13,P,5,2.536184932530077e-09,0.0024955161665910176
NC_015727,639797,20,Q,2,2.536184932530077e-09,0.004636181052046151
NC_015727,90838,21,Q,2,2.536184932530077e-09,0.00023107895117021625
NC_015727,548391,21,Q,2,2.536184932530077e-09,0.0040295856167981954
NC_015727,346022,21,Q,2,2.536184932530077e-09,0.00955345335918188
NC_015727,819872,22,Q,2,2.536184932530077e-09,0.0032663324664136835
NC_015727,171808,24,Q,2,2.536184932530077e-09,0.0005697185859361793
NC_015727,110923,24,Q,2,2.536196214557324e-09,0.0006158293563063883
NC_015727,45501,24,Q,2,2.536254563702853e-09,0.00776355059568283
NC_015727,380675,25,Q,2,2.536254563702853e-09,0.0019568628464451767
NC_015727,10507,31,V,2,2.5392004875958653e-09,0.0008749039709551876
NC_015727,19396,31,V,2,2.5392128169693394e-09,0.007193833595274073
NC_015727,1400742,31,V,2,2.549222582805356e-09,0.000213727491090781
NC_015727,381663,31,V,2,2.550997165624617e-09,0.0059533359083779255
NC_015727,22168,31,V,2,2.553962287211116e-09,0.008773247628722268
NC_015727,2787,35,C,1,2.5545638668142987e-09,0.0007599068995343718
NC_015727,142252,50,F,u,2.554647223562442e-09,0.007611327123666666
NC_015727,87010,50,F,u,2.554647223562442e-09,0.0009769231197361444
NC_015727,10080,50,F,u,2.554647223562442e-09,0.007080442295150784
NC_015727,7376,60,Q,1,2.5552643455920172e-09,0.0036539313845456094
NC_015727,235149,64,Q,2,2.55586739402632e-09,9.108783665930102e-05
NC_015727,529724,69,Q,u,2.557708565771333e-09,0.0009588714495578986
NC_015727,308246,69,Q,u,2.557755129696263e-09,0.003921573757395132
NC_015727,737076,69,Q,u,2.557755129696263e-09,0.0005271817745935688
NC_015727,345182,71,Q,u,2.5578028507154398e-09,0.008775267976235145
NC_015727,233050,72,Q,u,2.5597205232004195e-09,0.003327824292459182
NC_015727,777835,72,Q,u,2.5597205232004195e-09,0.005055456614727114
NC_010529,172520,20,Q,2,2.559755309109148e-09,0.00396333139665813
NC_010529,533670,24,Q,2,2.56036237127516e-09,0.0003964244092511343
NC_010529,88818,24,Q,2,2.562793338009765e-09,0.005280321763791623
NC_010529,300824,25,Q,2,2.562793338009765e-09,0.006447040340343275
NC_010529,197229,27,Q,u,2.5651731064862093e-09,0.005808451771365105
NC_010529,459664,31,V,2,2.565191495546361e-09,0.0039496661476030965
NC_010529,144537,31,V,2,2.567668332397043e-09,0.0060920069157365045
NC_010529,525347,35,C,1,2.567668332397043e-09,0.001587670545006453
NC_010529,14052,50,F,u,2.5676876324896427e-09,0.004854677533530174
NC_010529,120409,50,F,u,2.568357425502221e-09,0.00036818016471649816
NC_010529,251933,64,Q,2,2.568357425502221e-09,0.00046747715000620645
NC_010529,13478,64,Q,2,2.56958049929405e-09,0.002583214011668349
NC_010529,546359,69,Q,u,2.5696414973886705e-09,1.3441891566009766e-05
NC_010529,315313,71,Q,u,2.5696620843905545e-09,2.686336343386107e-05
NC_010529,206025,72,Q,u,2.574767754348241e-09,0.0014026857587303187
NC_010529,17205,108,V,u,2.574767754348241e-09,0.0048535598314033285
NC_010902,1947,72,Q,u,2.574767754348241e-09,0.009646291633500774
NC_010903,1955,72,Q,u,2.574767754348241e-09,0.009646291633500774
NC_011733,12288,11,P,4,2.574767754348241e-09,0.0037840806826556963
NC_011880,185890,29,Q,u,2.574767754348241e-09,0.006967233852129228
NC_021918,32338,5,P,11,2.574767754348241e-09,4.075307536853256e-10
NC_021918,36619,60,Q,1,2.574767754348241e-09,0.007065784499473756
NC_013940,217506,83,V,1,2.574767754348241e-09,0.0003706469132639763
NC_012527,229099,24,Q,2,2.574767754348241e-09,0.0011093290542766498
NC_012527,273387,31,V,2,2.574767754348241e-09,0.0023289511951794816
NC_012527,75216,31,V,2,2.574767754348241e-09,0.003199339939867496
NC_012527,197262,50,F,u,2.574767754348241e-09,0.0005839294615554715
NC_012527,85779,50,F,u,2.574767754348241e-09,0.002492644750665797
NC_012527,128728,50,F,u,2.574767754348241e-09,0.00897346943095192
NC_012527,128638,64,Q,2,2.574767754348241e-09,0.0007869740059452133
NC_012527,59607,64,Q,2,2.574767754348241e-09,0.005346386945501965
NC_012527,131555,69,Q,u,2.574767754348241e-09,0.0007109849171290758
NC_012527,59839,69,Q,u,2.574767754348241e-09,0.005654059672427186
NC_012527,105732,71,Q,u,2.574767754348241e-09,0.009827892279855876
NC_012527,87420,71,Q,u,2.574767754348241e-09,0.0079572020836329
NC_012527,96125,72,Q,u,2.574767754348241e-09,0.000981884462379139
NC_012527,156619,72,Q,u,2.574767754348241e-09,0.007427803184857707
NC_012529,62584,13,P,5,2.574767754348241e-09,0.0053698281554009466
NC_012529,83325,21,Q,2,2.574767754348241e-09,0.00406125620304001
NC_012529,301410,24,Q,2,2.574767754348241e-09,0.0007441498313774755
NC_012529,9616,24,Q,2,2.574767754348241e-09,0.008485166871418467
NC_012529,258716,31,V,2,2.574767754348241e-09,0.00040083015594744666
NC_012529,90801,31,V,2,2.574767754348241e-09,0.0053095826766461785
NC_012529,244649,31,V,2,2.574767754348241e-09,0.0005364884637819379
NC_012529,148171,31,V,2,2.574767754348241e-09,0.008176367206073405
NC_012529,116835,31,V,2,2.574767754348241e-09,0.0018469723235264122
NC_012529,86909,35,C,1,2.574767754348241e-09,0.004102611449204972
NC_012529,301421,50,F,u,2.574767754348241e-09,6.349804988256716e-05
NC_012529,7476,50,F,u,2.574767754348241e-09,0.0018567797355252321
NC_012529,73285,64,Q,2,2.574912259874551e-09,0.00016771055173287402
NC_012529,8755,64,Q,2,2.575652856366143e-09,0.003279143237621212
NC_012529,145377,69,Q,u,2.575652856366143e-09,0.00560093313076812
NC_012529,25666,69,Q,u,2.575652856366143e-09,0.002084780747070569
NC_012529,152146,69,Q,u,2.575652856366143e-09,0.008585397106256068
NC_012529,114555,71,Q,u,2.5762758948047226e-09,0.0003263325448031032
NC_012529,51484,71,Q,u,2.5786798809857527e-09,0.0077314399608052935
NC_012529,60226,71,Q,u,2.579303898163579e-09,0.006265567133686558
NC_012529,61284,72,Q,u,2.5817109564870482e-09,2.1294153858185625e-05
NC_012529,232682,72,Q,u,2.584869802915679e-09,0.00013837587741754082
NC_012529,5695,72,Q,u,2.584869802915679e-09,0.009500804632676009
NC_012529,53212,72,Q,u,2.584869802915679e-09,0.00023969577978888207
